VCD info: dumpfile wave.vcd opened for output.
WARNING: testbench_top.v:87: $readmemh(input_mem.csv): Too many words in the file for the requested range [0:255].
T=  30.00 ns: --- Sending comp_enb pulse ---
T=  40.00 ns: Waiting for 'done' signal from accelerator...
PE_DBG[0][0] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][1] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][2] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][3] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[31][31] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG_ACCUM[0][0] @2635.00 ns: En=1 DoneLatch=0| MACsDone(cur)=0, MACsDone(next_calc)=1/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=0000 | mul_out(new_mulR)=0000 add_out(new_acc)=0000
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3095.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3095.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3095.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3105.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3105.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3105.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3105.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3115.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3115.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3115.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3115.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3125.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3125.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3125.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3125.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3135.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3135.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3135.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3135.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3145.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3145.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3145.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3145.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3155.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3155.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3155.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3155.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3165.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3165.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3165.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3165.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3175.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3175.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3175.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3175.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3185.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3185.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3185.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3185.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3195.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3195.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3195.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3195.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3205.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3205.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3205.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3205.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3215.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3215.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3215.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3215.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3225.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3225.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3225.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3225.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3235.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3235.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3235.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3235.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3245.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3245.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3245.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3245.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3255.00 ns: En=1 DoneLatch=0| MACsDone(cur)=0, MACsDone(next_calc)=1/32 | a_R=c120(v1) b_R=0000(v1) | mul_R(old)=8000(v1) acc_R(old)=0000 | mul_out(new_mulR)=8000 add_out(new_acc)=8000
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3255.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3255.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3255.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3255.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3265.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3265.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3265.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3265.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3265.00 ns: En=1 DoneLatch=0| MACsDone(cur)=1, MACsDone(next_calc)=2/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=8000(v1) acc_R(old)=8000 | mul_out(new_mulR)=0000 add_out(new_acc)=8000
PE_DBG_ACCUM[31][31] @3275.00 ns: En=1 DoneLatch=0| MACsDone(cur)=2, MACsDone(next_calc)=3/32 | a_R=c0e0(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=8000 | mul_out(new_mulR)=8000 add_out(new_acc)=0000
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3275.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3275.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3275.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3275.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3285.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3285.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3285.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3285.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3285.00 ns: En=1 DoneLatch=0| MACsDone(cur)=3, MACsDone(next_calc)=4/32 | a_R=c100(v1) b_R=0000(v1) | mul_R(old)=8000(v1) acc_R(old)=0000 | mul_out(new_mulR)=8000 add_out(new_acc)=8000
PE_DBG_ACCUM[31][31] @3295.00 ns: En=1 DoneLatch=0| MACsDone(cur)=4, MACsDone(next_calc)=5/32 | a_R=c110(v1) b_R=bf80(v1) | mul_R(old)=8000(v1) acc_R(old)=8000 | mul_out(new_mulR)=4110 add_out(new_acc)=8000
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3295.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3295.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3295.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3295.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3305.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3305.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3305.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3305.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3305.00 ns: En=1 DoneLatch=0| MACsDone(cur)=5, MACsDone(next_calc)=6/32 | a_R=3f80(v1) b_R=0000(v1) | mul_R(old)=4110(v1) acc_R(old)=8000 | mul_out(new_mulR)=0000 add_out(new_acc)=4110
